member_id,age,country,job_title,days_since_signup,login_frequency_30d,resources_downloaded,webinars_attended,forum_posts,profile_completion_pct,events_registered,events_attended,newsletter_opens,avg_session_duration_min,support_tickets_raised,emails_to_support,referral_count,converted
IAASSE_02787,19,UK,Researcher,593,7,6,1,5,86.8373276429146,5,4,4,2.845104098828462,1,0,1,0
IAASSE_02788,58,UK,Software Engineer,180,10,6,3,2,56.56837007958815,2,2,2,1.2089556569487687,0,2,0,0
IAASSE_02789,30,USA,Software Engineer,336,7,11,2,4,95.00049909348162,2,0,4,12.12547202615513,1,0,0,1
IAASSE_02790,26,India,Student,237,8,7,3,5,78.65606963896215,3,3,5,17.172758178688007,1,0,0,1
IAASSE_02791,53,Germany,Software Engineer,167,8,2,1,1,54.03980024628782,6,1,7,6.010486897416062,3,0,0,0
IAASSE_02792,39,USA,Manager,192,7,4,1,2,20.58322680044619,2,2,7,57.23952426800271,0,2,3,1
IAASSE_02793,59,UK,Professor,149,4,9,2,3,87.80470087418006,2,2,5,7.7222255205835975,1,2,1,0
IAASSE_02794,43,USA,Software Engineer,288,6,2,3,0,51.53675573061322,5,3,6,30.825423739671585,3,0,0,0
IAASSE_02795,29,Germany,Software Engineer,646,10,5,1,10,72.56130841762518,3,0,5,32.361134974669035,3,0,1,1
IAASSE_02796,34,USA,Researcher,684,7,6,2,2,90.96495929085374,2,1,4,12.338428651851302,1,1,0,1
IAASSE_02798,31,India,Data Analyst,252,2,6,2,4,85.687959958773,1,1,5,36.180230712020645,0,0,0,1
IAASSE_02799,51,UK,Software Engineer,493,12,4,2,3,61.81561087351468,5,2,7,32.24674667661156,4,0,1,0
IAASSE_02800,37,Australia,Manager,653,10,4,2,1,98.8957935160174,4,2,7,26.504092799937474,2,0,2,0
IAASSE_02801,28,Nigeria,Researcher,208,8,2,1,2,83.7059163824119,3,3,6,28.45624411280736,1,0,2,1
IAASSE_02803,48,USA,Researcher,597,7,5,2,4,36.43552332181076,3,1,7,22.462087437135686,0,1,0,0
IAASSE_02804,23,UK,Student,676,11,11,3,2,33.783224535708314,1,1,5,8.673873275933921,0,1,1,0
IAASSE_02805,36,India,Software Engineer,100,7,5,1,1,37.94859829524516,3,1,3,10.613697963281258,0,2,0,0
IAASSE_02807,21,Germany,Consultant,478,7,6,2,2,96.44799946523754,1,0,8,6.329646289292006,1,0,0,1
IAASSE_02808,64,Nigeria,Software Engineer,345,7,6,2,3,99.97051057235778,3,1,4,7.150331318535884,0,1,0,0
IAASSE_02809,21,Nigeria,Data Analyst,265,13,2,2,2,67.43889179047733,3,3,5,11.552931586472859,1,0,0,0
IAASSE_02811,27,USA,Consultant,554,9,4,2,2,98.06725775993883,6,4,5,18.855020682224705,2,0,0,0
IAASSE_02813,52,India,Software Engineer,383,8,3,4,9,50.1286496874086,2,1,7,3.016944232189542,1,0,0,0
IAASSE_02814,43,India,Student,560,10,5,2,4,89.41464548617843,3,3,5,6.418220051118327,0,0,0,0
IAASSE_02816,55,USA,Software Engineer,118,6,7,2,3,74.11926975009868,3,2,8,11.454730784063488,1,1,1,1
IAASSE_02817,38,India,Data Analyst,152,15,4,1,4,70.56371275942287,1,1,6,7.144026121813118,3,1,0,0
IAASSE_02818,57,India,Data Analyst,236,8,6,2,3,73.80738595063536,1,1,4,17.753938818647875,0,0,1,0
IAASSE_02819,56,USA,Consultant,729,10,8,4,3,33.91753486614202,4,1,3,16.69483100852919,0,0,0,0
IAASSE_02820,38,Canada,Software Engineer,503,12,3,1,2,95.66706091487691,4,3,7,37.544472122946544,0,1,0,0
IAASSE_02821,27,USA,Researcher,312,10,1,2,2,50.40302570221188,0,0,8,35.56178285418798,1,0,0,0
IAASSE_02822,55,UK,Consultant,548,7,4,2,4,65.13606388148669,5,3,6,16.75356458892908,1,1,0,0
IAASSE_02823,63,USA,Professor,467,10,5,2,2,70.46967361967705,0,0,4,31.117992905082865,1,0,0,1
IAASSE_02824,21,Canada,Data Analyst,634,8,4,1,8,88.10915090166064,1,1,3,4.235729556450108,1,0,1,0
IAASSE_02825,62,Australia,Freelancer,232,3,6,0,2,56.76848906081019,4,3,6,53.86849946567121,0,0,1,0
IAASSE_02828,24,India,Consultant,434,7,10,2,1,83.84204744885997,5,5,7,31.653539393063603,0,0,0,1
IAASSE_02829,21,USA,Data Analyst,138,11,9,4,1,71.20417697353305,3,2,7,23.533626297601877,1,0,0,1
IAASSE_02830,46,USA,Data Analyst,504,6,5,1,1,60.63048012175676,3,2,7,29.70189414375668,1,0,0,0
IAASSE_02831,31,Nigeria,Data Analyst,599,6,8,0,4,84.7643207195559,5,2,3,17.795743927608612,0,1,1,0
IAASSE_02832,20,USA,Researcher,311,5,7,1,3,87.89842807369988,0,0,3,4.885086771464926,0,0,0,0
IAASSE_02834,54,India,Manager,236,8,8,0,0,33.40676860731063,3,2,5,25.518397897223494,1,1,0,0
IAASSE_02835,33,Canada,Consultant,339,5,5,4,3,77.46440481441292,4,3,7,4.6266921392903475,3,0,0,1
IAASSE_02836,21,Brazil,Researcher,283,4,5,4,1,59.40772926488932,8,5,5,32.96793662654419,0,2,2,0
IAASSE_02837,41,USA,Data Analyst,590,6,8,0,3,74.57035708204138,6,4,1,7.883221938100382,0,1,1,0
IAASSE_02838,51,UK,Professor,727,11,4,1,1,99.33500662136082,3,2,2,17.881101582952013,2,0,0,0
IAASSE_02839,47,Germany,Data Analyst,150,12,3,1,5,73.53058794857395,4,2,8,7.558403067183001,2,0,0,1
IAASSE_02840,35,UK,Student,257,9,5,2,4,86.4994095574304,2,1,5,15.934520283409487,1,0,0,0
IAASSE_02841,36,Nigeria,Student,697,10,1,1,3,96.98032746943414,4,3,8,33.2008365388368,2,1,0,0
IAASSE_02844,63,Australia,Student,372,4,7,1,2,30.508317717352778,1,1,4,15.680608087732107,1,0,0,0
IAASSE_02845,36,Germany,Data Analyst,314,13,3,2,1,32.83747980370328,3,2,9,5.072470384149675,0,0,1,0
IAASSE_02846,39,UK,Data Analyst,180,10,2,4,2,94.40576691420078,3,3,5,22.76306509644664,2,0,0,0
IAASSE_02847,41,UK,Researcher,468,8,7,4,2,78.24542129324472,6,5,6,23.38923926769094,1,1,0,0
IAASSE_02848,62,India,Manager,684,11,3,2,3,74.2755361123082,4,3,7,8.224660762703898,1,0,0,0
IAASSE_02849,29,USA,Manager,602,8,9,1,1,95.12480209381683,3,2,5,40.62070587225038,1,0,0,1
IAASSE_02850,47,India,Data Analyst,499,10,5,0,1,89.11919193341163,3,3,8,18.78405876888827,1,0,0,0
IAASSE_02851,55,Australia,Data Analyst,566,9,4,4,2,49.34543315861034,1,0,5,8.37698619273246,1,0,0,0
IAASSE_02852,48,India,Freelancer,645,8,7,0,5,23.545234509981775,7,5,3,16.087332434165223,2,2,0,0
IAASSE_02853,53,Germany,Student,687,6,6,2,4,85.69957484660412,3,1,2,9.5839589276618,1,0,0,0
IAASSE_02854,36,USA,Consultant,380,4,8,3,3,5.838281006476486,2,2,9,24.386533834918374,1,1,1,1
IAASSE_02855,62,Australia,Student,355,10,4,2,1,44.12978119469141,2,2,4,32.46205675518472,2,0,0,0
IAASSE_02857,47,Canada,Data Analyst,336,10,3,1,3,85.86667974054049,1,0,7,11.366133294460187,2,0,1,0
IAASSE_02858,50,Brazil,Software Engineer,200,9,3,1,5,35.32572221309447,3,3,6,13.796426622946825,0,0,0,0
IAASSE_02859,35,Canada,Researcher,161,10,6,2,1,64.19022714361347,7,3,7,14.290795001198152,0,0,1,1
IAASSE_02860,45,USA,Software Engineer,166,8,6,4,5,91.25968263728957,2,0,3,30.45584061180961,1,0,0,1
IAASSE_02861,64,UK,Data Analyst,702,7,8,6,2,69.41920071922655,5,5,8,21.7831707224202,3,0,0,1
IAASSE_02862,28,Brazil,Software Engineer,272,10,5,5,3,86.70645122085706,3,1,6,10.856139282545099,0,0,0,0
IAASSE_02863,62,UK,Manager,174,5,5,2,3,89.75357016311192,0,0,6,5.9255217989933,1,2,0,1
IAASSE_02864,50,Nigeria,Student,151,10,7,4,1,4.466923734710732,3,2,6,13.891627142262005,0,0,0,0
IAASSE_02865,34,Nigeria,Student,192,1,5,1,6,70.35025432921542,0,0,3,29.542782302701625,2,1,0,0
IAASSE_02866,23,UK,Software Engineer,429,6,6,1,2,55.72315514262121,4,3,6,23.352154997241744,0,1,0,0
IAASSE_02867,21,USA,Student,463,14,9,1,3,18.03923566444068,3,2,6,46.79601946813102,2,1,0,0
IAASSE_02868,37,India,Researcher,351,3,7,2,5,5.9364487706713085,1,1,0,23.896561519083576,1,1,0,0
IAASSE_02869,64,UK,Data Analyst,560,4,4,5,1,98.82335853915306,4,1,11,25.46017274223978,0,0,0,0
IAASSE_02870,44,India,Software Engineer,522,11,6,0,1,55.53340556126175,4,3,10,8.721785216139036,3,1,1,0
IAASSE_02871,32,Canada,Student,711,7,3,1,2,85.72139017565611,1,1,6,11.495339675096478,0,1,1,0
IAASSE_02872,23,Canada,Software Engineer,110,8,7,3,6,26.736537186688903,2,2,5,31.227652253736444,1,1,1,0
IAASSE_02873,64,India,Student,253,4,2,5,2,24.742965257780085,6,4,8,14.734906663992673,3,0,0,0
IAASSE_02875,28,Canada,Student,531,6,6,3,2,52.26635761502402,2,1,9,6.5991689661454656,0,0,0,0
IAASSE_02876,56,UK,Freelancer,150,14,3,3,1,40.09458367037872,2,1,3,43.10736355187058,0,1,1,0
IAASSE_02877,26,UK,Student,701,8,3,1,2,59.18019260302354,0,0,4,13.802887344720641,0,0,0,0
IAASSE_02878,43,Australia,Researcher,199,6,7,4,5,88.34288840266792,1,1,6,16.14133924381033,2,0,0,0
IAASSE_02879,33,India,Student,471,4,2,2,6,73.36558152597101,4,4,5,13.76982414859775,2,0,0,0
IAASSE_02880,22,UK,Student,381,4,2,0,1,90.10876680018448,1,1,6,28.5706823999169,2,0,0,0
IAASSE_02881,27,Australia,Software Engineer,683,10,4,2,2,52.1724612294407,3,2,9,50.149244691615365,0,0,0,0
IAASSE_02882,20,Germany,Software Engineer,698,8,5,1,2,40.35711784678575,3,3,4,16.622385903470104,2,0,0,0
IAASSE_02883,30,UK,Freelancer,635,6,5,2,6,92.10374998083708,5,4,4,17.16149821630591,0,1,0,0
IAASSE_02884,60,UK,Professor,272,8,3,3,0,95.54421375081174,2,1,7,12.822195747464377,1,2,0,0
IAASSE_02885,47,Brazil,Manager,384,5,5,0,4,57.767088491306964,3,2,4,43.476811311423106,0,2,1,1
IAASSE_02886,62,India,Researcher,556,4,3,2,4,89.1856415349103,2,1,5,47.05535929623352,0,1,0,0
IAASSE_02887,23,Australia,Software Engineer,562,20,6,2,6,45.97256410011896,3,3,6,9.950016128945984,5,1,0,0
IAASSE_02889,62,USA,Professor,444,12,6,2,4,68.73713558193063,4,3,8,30.601402759385085,1,0,0,0
IAASSE_02890,36,Australia,Researcher,232,10,1,2,2,90.22807535895411,2,1,5,29.441650817207595,1,1,1,1
IAASSE_02891,59,Canada,Software Engineer,314,8,5,2,2,27.036982437192837,4,1,6,18.270779856374173,1,0,2,1
IAASSE_02892,52,Australia,Data Analyst,354,11,4,3,1,49.080492570244125,1,0,2,20.20131923342053,1,2,0,0
IAASSE_02893,63,UK,Student,482,8,3,2,2,58.25364242736995,1,1,3,51.81871773016715,0,1,0,0
IAASSE_02894,43,USA,Professor,321,11,1,1,1,53.585466499823994,2,0,9,7.532526128747512,0,0,0,0
IAASSE_02895,22,USA,Data Analyst,531,7,6,2,5,82.05512489473554,2,2,6,14.778334419910186,0,0,0,0
IAASSE_02896,46,Brazil,Software Engineer,431,8,6,1,4,48.99222908482573,2,2,12,16.505886623617968,1,0,0,0
IAASSE_02897,54,Canada,Student,530,7,13,2,2,76.5068361342204,1,0,7,6.339589811975568,1,0,0,0
IAASSE_02898,37,Canada,Consultant,568,11,6,1,3,38.802329855524036,2,1,6,16.32892657897977,0,0,0,0
IAASSE_02899,38,USA,Student,255,12,10,3,2,44.823039174443466,3,2,4,11.994562883676547,0,0,0,0
IAASSE_02900,27,USA,Consultant,637,6,5,1,2,44.56784019493343,4,2,6,6.168749405493807,1,1,1,0
IAASSE_02901,22,Germany,Student,575,9,3,2,4,94.08970271004988,7,4,6,17.851607638110686,0,1,0,0
IAASSE_02902,53,Australia,Consultant,188,8,5,2,3,51.77184122142995,6,1,7,12.159651355509737,0,0,0,0
IAASSE_02903,23,Canada,Manager,112,8,3,4,5,72.20110254850486,1,0,9,21.603807303899476,4,1,2,1
IAASSE_02904,43,USA,Student,197,11,2,3,8,45.35756215587325,4,3,6,5.126559712816236,0,2,0,0
IAASSE_02905,21,India,Software Engineer,143,11,5,1,1,49.49276433631225,4,2,7,8.281596929979663,1,1,0,0
IAASSE_02906,56,USA,Data Analyst,706,9,9,1,2,26.766272858733036,3,1,8,4.065031354763173,2,0,1,0
IAASSE_02907,56,USA,Student,126,9,3,3,1,98.95770781255713,4,4,7,33.70999216361956,1,0,0,0
IAASSE_02909,18,UK,Software Engineer,137,7,4,1,4,99.6376305407877,6,2,3,29.909831486139844,1,0,0,0
IAASSE_02910,41,USA,Software Engineer,463,5,7,3,1,77.98741151993873,4,4,5,18.98161812896372,1,0,0,1
IAASSE_02911,53,Germany,Student,485,9,2,2,2,64.93100310618217,1,1,7,26.590774961559916,1,0,0,0
IAASSE_02913,58,India,Consultant,580,8,6,0,4,96.38866914507037,4,4,6,45.81321825780179,1,1,0,0
IAASSE_02914,63,Canada,Data Analyst,125,8,2,2,4,61.797964681602444,3,3,8,28.253959495699036,1,1,1,0
IAASSE_02915,61,USA,Freelancer,270,7,8,3,5,40.809063419380074,2,2,4,7.341191848466881,2,0,0,1
IAASSE_02916,48,UK,Professor,245,14,2,3,5,48.63606905153929,2,1,8,10.842296819907682,0,0,0,0
IAASSE_02917,37,Brazil,Student,357,11,4,2,2,86.2984771490212,3,1,7,7.729761776167674,1,0,0,0
IAASSE_02918,41,Australia,Student,261,8,4,3,3,92.56729686339634,1,0,5,19.097246757459875,1,0,0,0
IAASSE_02919,42,Germany,Consultant,691,6,7,1,5,93.4889386347515,4,3,3,35.164606482654925,2,0,3,0
IAASSE_02920,53,USA,Software Engineer,315,13,5,1,2,75.29018116051041,6,5,5,21.787175903574326,1,0,1,0
IAASSE_02921,38,Canada,Student,613,7,9,1,1,88.15728690656218,2,0,6,6.689594811166147,2,1,0,0
IAASSE_02922,47,USA,Data Analyst,501,10,8,4,3,77.92763089414947,4,3,5,30.277690635563175,1,0,1,1
IAASSE_02924,61,Nigeria,Manager,409,5,4,2,6,72.4874347691433,1,0,13,48.410189354524036,0,0,0,1
IAASSE_02927,39,Canada,Professor,612,12,4,1,3,92.16830931050185,4,2,9,8.537002050566457,1,0,0,0
IAASSE_02928,45,Brazil,Manager,656,9,8,4,3,56.991403470396854,2,1,5,20.7711822599597,1,0,0,0
IAASSE_02929,24,Germany,Software Engineer,375,9,5,3,3,72.59504043468078,5,2,9,69.02896021450738,1,1,0,0
IAASSE_02930,52,USA,Manager,611,9,5,3,4,78.58093255271686,1,0,3,17.334695985844473,1,0,0,0
IAASSE_02931,45,Canada,Software Engineer,238,8,6,0,2,71.84822093996566,4,3,2,13.665580990994076,1,2,0,0
IAASSE_02932,31,USA,Manager,408,8,6,5,3,58.02198508587194,3,2,7,44.087878135709005,2,0,0,1
IAASSE_02933,27,Canada,Data Analyst,567,7,1,1,3,31.361635537864764,4,3,3,31.996743883425598,1,0,0,1
IAASSE_02935,33,Australia,Manager,580,8,1,1,3,68.98318927551725,4,2,4,28.112068201143813,0,1,0,1
IAASSE_02936,48,UK,Software Engineer,273,8,5,3,1,80.647068987601,5,3,7,34.82924942604126,2,0,0,0
IAASSE_02937,59,USA,Freelancer,124,7,3,1,1,68.99238015145363,5,3,6,17.089496354928254,1,1,0,0
IAASSE_02938,42,Canada,Data Analyst,606,6,6,2,3,69.98858996988201,2,1,10,18.47628396720131,4,0,0,0
IAASSE_02939,30,India,Professor,607,3,2,2,4,38.420714404658355,1,1,4,3.469961210594839,0,2,1,0
IAASSE_02941,61,UK,Data Analyst,159,6,4,4,2,45.81123731781694,3,2,7,6.732675046664091,2,1,1,0
IAASSE_02942,26,Brazil,Manager,245,9,4,2,1,50.06666542790933,0,0,9,11.910660634533423,1,0,1,1
IAASSE_02943,62,Nigeria,Software Engineer,271,7,4,2,3,91.16331742761781,1,0,7,3.5169245070604216,1,1,0,1
IAASSE_02944,53,USA,Professor,274,12,5,4,1,90.64724132882523,3,3,7,22.598477358234845,2,0,0,1
IAASSE_02945,60,USA,Software Engineer,119,5,12,2,3,85.9364869571531,2,2,7,13.966995645156935,1,1,0,1
IAASSE_02946,37,India,Manager,172,7,7,5,1,60.880200284231314,2,1,4,17.48060144349356,0,0,0,0
IAASSE_02947,35,India,Software Engineer,674,5,3,1,2,71.24004003659364,4,3,9,14.485105587833626,2,0,0,0
IAASSE_02949,38,Nigeria,Student,720,10,3,5,4,73.63232047446805,3,2,5,13.081541290485013,2,0,0,0
IAASSE_02950,21,Australia,Software Engineer,223,7,6,4,2,78.29705777395336,4,2,7,6.842142451886458,0,0,1,1
IAASSE_02951,50,Australia,Manager,437,8,3,1,0,42.74856616884822,4,3,6,31.188189972740084,1,1,1,1
IAASSE_02952,44,USA,Researcher,298,9,4,5,3,84.30823559195412,3,2,4,31.583928020990427,1,0,0,0
IAASSE_02954,23,Canada,Data Analyst,113,9,7,2,9,95.81610902115939,3,3,8,37.53465819773039,1,2,1,0
IAASSE_02956,35,Australia,Student,706,13,4,4,2,47.31868133010161,5,2,6,10.76675735447367,2,0,1,0
IAASSE_02957,49,India,Manager,462,7,7,1,3,77.74063925754173,4,4,5,20.54083585192959,1,0,1,0
IAASSE_02958,28,UK,Freelancer,329,5,6,1,6,38.742252837641985,1,1,8,22.07701132739906,2,0,0,0
IAASSE_02959,37,Australia,Software Engineer,315,4,3,3,5,88.15835981027237,2,1,9,25.91474930595072,2,2,2,0
IAASSE_02960,41,USA,Student,628,8,5,0,5,68.72572396773289,1,0,7,21.73033111401958,0,1,1,1
IAASSE_02961,32,Canada,Student,151,9,8,2,2,59.540207808596726,3,2,7,14.512261824359323,3,0,1,0
IAASSE_02962,24,India,Researcher,418,9,8,1,3,64.68683018589957,3,2,9,34.25955688986293,0,1,0,0
IAASSE_02963,38,Germany,Researcher,120,6,6,0,5,87.2690612892371,6,4,8,15.222922724634973,1,0,0,0
IAASSE_02964,59,Brazil,Manager,581,9,6,0,2,57.204275361799816,3,1,6,13.929333590374958,1,1,0,0
IAASSE_02965,43,UK,Data Analyst,405,8,6,3,1,96.81115439885295,5,4,8,18.835321334206444,0,0,0,0
IAASSE_02966,61,Canada,Manager,281,12,4,2,4,91.18040047741027,4,3,4,28.245038271846347,1,1,1,1
IAASSE_02967,31,UK,Researcher,130,6,8,3,3,75.52812211027351,3,2,3,25.57042472612556,0,0,0,1
IAASSE_02968,54,Canada,Data Analyst,92,10,2,3,3,59.0519054365767,3,1,6,11.592529088987064,0,0,0,1
IAASSE_02969,38,Nigeria,Software Engineer,588,3,7,1,6,89.2426783416144,0,0,6,14.358886349368547,3,0,0,0
IAASSE_02971,22,Nigeria,Software Engineer,717,13,8,1,3,45.45734314530862,3,1,8,4.333798330191265,2,1,0,0
IAASSE_02972,20,USA,Consultant,207,9,5,1,2,38.54468296755486,2,2,7,0.6287394931332706,1,1,0,0
IAASSE_02973,40,Nigeria,Software Engineer,282,5,4,4,4,38.86397292587449,3,2,3,24.293678977471465,2,0,0,0
IAASSE_02974,43,USA,Consultant,555,4,7,1,2,78.47892897392643,1,1,6,53.809917358706315,0,1,0,0
IAASSE_02975,54,Nigeria,Software Engineer,721,8,7,4,1,57.55031973856058,2,1,3,33.454391266036616,1,1,0,1
IAASSE_02976,41,UK,Student,136,3,7,3,3,78.11969381328895,4,2,4,37.05805790116746,1,1,0,0
IAASSE_02977,36,UK,Software Engineer,454,6,7,3,1,50.96814350724333,2,0,3,12.661604357383467,2,0,1,0
IAASSE_02978,42,Canada,Software Engineer,395,8,4,4,2,75.54578660409943,1,1,7,4.003632886134866,0,2,0,0
IAASSE_02979,38,Brazil,Software Engineer,582,9,4,1,2,34.78630600123009,1,1,6,35.42093597582396,1,0,0,0
IAASSE_02980,29,USA,Student,269,12,8,2,2,59.896918750873695,2,1,8,12.55181279041864,1,0,0,0
IAASSE_02981,58,UK,Software Engineer,638,8,2,1,2,99.38127352084678,7,2,7,33.8084812331888,2,0,0,0
IAASSE_02982,50,Nigeria,Student,284,11,11,2,5,95.54981789982878,4,0,4,16.609242136044,2,1,0,0
IAASSE_02983,21,UK,Student,720,11,2,0,6,95.42435045682325,2,1,5,35.082907179262406,0,0,1,0
IAASSE_02985,24,Canada,Data Analyst,174,13,5,1,0,45.166572938738824,6,3,2,24.710430587010215,2,1,0,0
IAASSE_02986,39,UK,Professor,451,11,4,0,3,56.59264682262967,4,2,5,13.129006889264673,1,1,0,0
IAASSE_02987,50,Nigeria,Data Analyst,628,6,4,2,4,74.16498412936045,4,2,5,21.31954332850505,1,0,2,0
IAASSE_02989,41,Canada,Software Engineer,546,13,5,1,3,97.81911241506921,4,2,2,15.41943801830647,2,1,0,0
IAASSE_02990,51,Brazil,Researcher,93,5,3,1,1,99.71899950742295,2,2,5,32.12679915959815,0,0,0,0
IAASSE_02991,45,Canada,Data Analyst,391,7,5,5,8,74.63572233646236,2,2,7,27.895478230237252,0,1,0,1
IAASSE_02992,60,USA,Professor,675,9,4,1,2,54.794504818990056,3,1,5,5.055089081062749,1,1,1,0
IAASSE_02993,58,UK,Software Engineer,271,8,6,3,1,70.50652532880527,4,1,8,38.684355684585235,1,0,0,1
IAASSE_02995,39,USA,Data Analyst,709,11,1,0,3,65.88000984632238,4,3,2,15.008181499145682,3,2,0,0
IAASSE_02996,34,Brazil,Student,456,11,2,3,3,73.18621245371457,4,1,7,2.24136345735191,1,0,0,0
IAASSE_02997,51,India,Researcher,238,8,7,2,0,94.86892763944196,6,3,6,30.022959874204464,2,0,0,1
IAASSE_02998,23,UK,Student,192,13,7,1,3,18.80180768593817,3,2,5,14.06640021445866,0,1,0,0
IAASSE_02999,63,Australia,Software Engineer,332,3,3,0,2,88.79040619600079,1,1,6,11.122020144825917,2,0,1,0
IAASSE_03000,23,India,Student,189,13,4,0,3,37.16330567674144,5,3,7,12.142661615833404,0,0,0,0
IAASSE_03001,51,Brazil,Researcher,403,6,6,0,3,77.2623314390738,1,1,8,10.855126039861997,1,1,1,0
IAASSE_03002,18,Nigeria,Freelancer,487,5,4,2,3,54.107096460277134,4,2,6,22.434673516551648,0,0,1,0
IAASSE_03003,27,Canada,Software Engineer,409,7,7,1,3,49.50434308233504,5,2,4,72.856779186427,1,0,1,0
IAASSE_03004,38,India,Manager,469,5,7,2,2,64.71469770209836,6,3,3,32.000096241244094,1,0,0,1
IAASSE_03005,22,Australia,Software Engineer,423,8,5,3,4,86.55568194774693,4,3,7,27.791117145434583,1,0,0,0
IAASSE_03006,19,Australia,Software Engineer,208,9,4,2,4,36.95322134786757,0,0,6,30.741885214222616,1,0,1,0
IAASSE_03008,19,USA,Consultant,561,9,4,1,2,26.3784493783497,4,1,3,8.354116787193565,0,1,0,0
IAASSE_03010,51,UK,Data Analyst,189,6,5,2,3,56.41983202676663,3,3,6,19.30523408299123,2,1,0,0
IAASSE_03011,33,USA,Software Engineer,397,9,8,1,4,94.940535706531,2,0,6,60.06054871588883,1,2,1,0
IAASSE_03013,39,USA,Software Engineer,706,18,4,2,4,72.22552479087196,3,3,6,11.177101123036142,0,1,0,0
IAASSE_03014,29,Australia,Software Engineer,488,7,5,2,2,19.23050924972733,0,0,6,12.406795189505447,3,2,0,1
IAASSE_03015,41,Australia,Consultant,269,4,6,0,5,78.4660820266605,1,1,8,11.768108602631953,1,1,0,1
IAASSE_03016,64,Brazil,Consultant,180,8,5,2,3,32.51628133306411,2,1,7,3.5886351690159426,0,0,1,1
IAASSE_03017,57,Canada,Software Engineer,447,15,8,2,3,51.51426332327377,2,1,6,7.194786844183726,0,0,0,0
IAASSE_03018,55,USA,Student,572,9,3,0,2,12.817080533951783,4,1,5,16.87150165976452,3,2,0,0
IAASSE_03019,27,Australia,Consultant,226,5,8,3,5,53.942717649917995,6,1,7,35.43041134218764,2,1,0,0
IAASSE_03020,52,India,Student,564,7,5,2,2,80.33742724787648,1,1,4,20.89700075447758,2,0,0,0
IAASSE_03021,49,Brazil,Researcher,400,7,8,5,6,53.91861846115766,5,3,4,37.930358628795545,0,2,0,0
IAASSE_03022,24,Canada,Student,201,5,3,1,5,98.492855079489,2,2,6,30.758592404658266,4,0,0,0
IAASSE_03023,38,UK,Software Engineer,415,7,10,0,4,63.52358011300533,2,2,5,17.501974493296622,0,0,0,0
IAASSE_03024,37,Nigeria,Freelancer,477,5,7,0,2,66.31455817880322,3,2,3,14.603804665490179,2,0,0,0
IAASSE_03025,43,USA,Student,353,5,4,1,4,76.74108734180166,4,4,8,15.407309836418454,1,0,2,0
IAASSE_03026,21,Australia,Software Engineer,468,6,3,6,2,59.619912842637405,4,2,4,11.647860396241995,2,2,0,0
IAASSE_03028,39,USA,Professor,172,8,3,4,2,77.48702100525776,8,4,5,11.048511765130336,2,0,1,0
IAASSE_03029,32,UK,Consultant,678,4,1,1,5,71.05178065982741,1,0,5,22.772963332643265,0,1,1,0
IAASSE_03030,57,UK,Data Analyst,157,9,5,1,1,93.74846604728918,7,3,7,8.185945601764137,1,1,0,0
IAASSE_03031,38,Germany,Student,117,6,7,4,1,91.25641741118716,3,3,7,10.732720078500538,3,0,1,0
IAASSE_03032,32,Brazil,Researcher,494,2,4,3,5,90.23936927849206,2,1,5,29.008302121963496,1,0,0,0
IAASSE_03033,39,UK,Data Analyst,555,7,7,0,2,26.54671726942242,2,0,7,12.830932175842488,1,0,0,0
IAASSE_03035,31,USA,Student,489,3,6,2,3,64.01263690174808,2,0,4,4.285941028092389,1,0,1,0
IAASSE_03037,58,USA,Researcher,168,6,5,2,2,88.28078091636414,0,0,10,13.685106955276314,0,0,1,0
IAASSE_03038,57,Brazil,Data Analyst,350,6,4,4,6,86.63012343300737,4,3,6,19.658563249057014,0,0,0,0
IAASSE_03039,45,India,Consultant,455,8,8,3,1,26.747152507526067,3,1,7,9.930294679773773,0,0,0,1
IAASSE_03040,43,Germany,Student,338,9,3,0,2,35.897530423933574,5,4,6,5.742156698605384,2,0,0,0
IAASSE_03041,19,India,Data Analyst,270,2,4,2,9,99.84281111788776,3,2,8,28.00832636764656,0,0,1,0
IAASSE_03043,20,Brazil,Software Engineer,340,7,3,3,4,87.76542079860867,3,1,3,6.833566885223678,0,1,0,0
IAASSE_03044,25,Germany,Researcher,386,11,12,3,0,67.78384804002684,2,1,4,30.24371236470252,0,0,2,0
IAASSE_03045,61,Nigeria,Student,225,7,2,3,3,79.75924803000495,2,0,5,44.18977698931095,3,3,0,0
IAASSE_03046,50,Canada,Researcher,664,16,4,3,5,83.53133433488944,3,1,6,22.278680644146043,1,0,1,1
IAASSE_03047,59,USA,Manager,460,9,10,5,2,51.06850249098319,6,4,3,7.678461913989842,0,0,1,1
IAASSE_03048,52,Australia,Data Analyst,679,7,6,2,0,45.891965134902534,4,1,4,8.360024033859064,5,2,0,0
IAASSE_03049,23,USA,Consultant,95,11,5,2,5,90.90001698918195,2,0,2,44.85131412065341,2,1,0,0
IAASSE_03050,56,Australia,Researcher,339,11,6,1,1,94.90746712917858,2,0,5,18.19535540797738,1,0,0,0
IAASSE_03051,40,Canada,Software Engineer,316,7,6,1,3,82.86319735276652,4,2,8,14.44051590066196,0,0,0,0
IAASSE_03052,42,Germany,Software Engineer,426,8,4,2,3,21.435996658802075,3,2,7,14.835797051053587,0,0,0,0
